,rank,username,language,solved easy,solved easy beats,solved medium,solved medium beats,solved hard,solved hard beats,subs,recent,active_days,adv_skills,int_skills,fund_skills
4990,"362,252",Lakshya_Gupta,"C++_225,Java_3",89.0,89.0,119.0,88.4,18.0,76.1,454,"Find All Groups of Farmland,Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Is Graph Bipartite?,01 Matrix,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Flood Fill,Minimum Time to Visit Disappearing Nodes,Minimum Rectangles to Cover Points,Score of a String,Minimum Operations to Make Median of Array Equal to K,Lexicographically Smallest String After Operations With Constraint,Longest Strictly Increasing or Strictly Decreasing Subarray",113.0,"Dynamic Programming-47,Backtracking-12,Rolling Hash-5,Divide and Conquer-4,Trie-3,Union Find-3,Game Theory-1,Monotonic Queue-1","Math-55,Hash Table-49,Greedy-23,Bit Manipulation-15,Binary Search-14,Breadth-First Search-10,Sliding Window-9,Recursion-8","Array-151,String-37,Sorting-37,Matrix-20,Two Pointers-20,Simulation-16,Linked List-9,Enumeration-7"
4991,"6,405",Sandeep Polamuri,"Python3_1040,C++_420,MySQL_37",350.0,99.7,567.0,99.6,247.0,99.8,"3,454","Find Edges in Shortest Paths,Count the Number of Special Characters I,Find Edges in Shortest Paths,Maximum Strictly Increasing Cells in a Matrix,Find Edges in Shortest Paths,Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters I,Find Edges in Shortest Paths,Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Find if Path Exists in Graph,Find All Groups of Farmland,Insert Delete GetRandom O(1) - Duplicates allowed,Number of Islands",363.0,"Dynamic Programming-237,Backtracking-41,Union Find-29,Monotonic Stack-29,Divide and Conquer-22,Trie-19,Segment Tree-18,Bitmask-15","Hash Table-215,Math-168,Greedy-126,Binary Search-104,Depth-First Search-99,Bit Manipulation-86,Breadth-First Search-83,Tree-79","Array-628,String-251,Sorting-153,Two Pointers-84,Matrix-83,Stack-70,Simulation-62,Linked List-36"
4994,"235,181",Om Mehrotra,"Java_306,C++_1,JavaScript_1",132.0,94.6,153.0,91.5,22.0,79.9,685,"Best Time to Buy and Sell Stock with Cooldown,Find if Path Exists in Graph,Best Time to Buy and Sell Stock IV,Best Time to Buy and Sell Stock III,Count the Number of Special Characters II,Count the Number of Special Characters I,Asteroid Collision,Equal Row and Column Pairs,Lowest Common Ancestor of a Binary Tree,Determine if Two Strings Are Close,Unique Number of Occurrences,Find the Difference of Two Arrays,Removing Stars From a String,Find All Groups of Farmland,Count Good Nodes in Binary Tree",125.0,"Dynamic Programming-41,Divide and Conquer-10,Monotonic Stack-9,Backtracking-7,Trie-2,Union Find-2,Data Stream-1,Rolling Hash-1","Hash Table-54,Tree-46,Binary Tree-46,Math-39,Depth-First Search-35,Breadth-First Search-26,Greedy-24,Binary Search-15","Array-140,String-71,Two Pointers-41,Linked List-37,Stack-31,Sorting-25,Simulation-16,Matrix-13"
4996,"46,133",Ankit Tyagi,"C++_637,Java_16,MySQL_11",283.0,99.3,335.0,97.9,41.0,89.7,114,"Count the Number of Special Characters I,Longest Harmonious Subsequence,Longest Consecutive Sequence,Latest Time You Can Obtain After Replacing Characters,Maximum Prime Difference,Score of a String,Remove K Digits,Reveal Cards In Increasing Order,Time Needed to Buy Tickets,Longest Strictly Increasing or Strictly Decreasing Subarray,Valid Parenthesis String,Search a 2D Matrix,Guess Number Higher or Lower,Minimum Remove to Make Valid Parentheses,Roman to Integer",44.0,"Dynamic Programming-85,Backtracking-21,Divide and Conquer-17,Union Find-17,Monotonic Stack-10,Trie-8,Segment Tree-5,Rolling Hash-4","Hash Table-137,Math-105,Depth-First Search-78,Tree-72,Greedy-68,Binary Tree-64,Binary Search-60,Breadth-First Search-58","Array-348,String-138,Sorting-105,Two Pointers-75,Matrix-48,Simulation-39,Stack-38,Linked List-32"
4997,"45,937",Sumit kasaudhan,"C++_653,MySQL_7,Java_1",222.0,98.6,381.0,98.5,57.0,93.4,870,"Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Find if Path Exists in Graph,Find All Groups of Farmland,Number of Islands,Island Perimeter,Is Graph Bipartite?,Smallest String Starting From Leaf,Add One Row to Tree,Minimum Addition to Make Integer Beautiful,Sum Root to Leaf Numbers,Sum of Left Leaves,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters",251.0,"Dynamic Programming-101,Backtracking-23,Union Find-20,Divide and Conquer-18,Monotonic Stack-11,Trie-8,Monotonic Queue-6,Topological Sort-6","Hash Table-140,Math-93,Depth-First Search-76,Tree-68,Greedy-67,Breadth-First Search-66,Binary Tree-65,Binary Search-54","Array-368,String-134,Sorting-87,Two Pointers-59,Matrix-44,Linked List-40,Simulation-37,Stack-36"
4998,"41,255",Wan_Yun,"Python_515,C++_169",201.0,98.1,456.0,99.2,27.0,83.5,"1,456","Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Maximize Sum Of Array After K Negations,Find Subsequence of Length K With the Largest Sum,Word Pattern,Isomorphic Strings,Find if Array Can Be Sorted,Sort Integers by The Number of 1 Bits,Monotone Increasing Digits,Insert Greatest Common Divisors in Linked List,Middle of the Linked List,Maximum Twin Sum of a Linked List,Reverse Linked List,Sort Vowels in a String",101.0,"Dynamic Programming-80,Backtracking-29,Divide and Conquer-17,Union Find-16,Trie-8,Monotonic Stack-7,Game Theory-5,Topological Sort-4","Hash Table-179,Tree-138,Depth-First Search-136,Binary Tree-124,Math-123,Breadth-First Search-84,Greedy-59,Binary Search-40","Array-313,String-192,Sorting-80,Two Pointers-66,Stack-44,Matrix-41,Linked List-33,Simulation-31"
5000,"213,518",Bhuvan Tenguria,"Java_316,C++_6,Python3_5",134.0,94.7,163.0,92.2,27.0,83.5,424,"Number of Islands,Reverse Bits,Sum Root to Leaf Numbers,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Maximal Rectangle,Remove K Digits,Trapping Rain Water,Time Needed to Buy Tickets,Number of Students Unable to Eat Lunch,Minimum Remove to Make Valid Parentheses,Valid Parenthesis String,Minimum Operations to Make Median of Array Equal to K,Lexicographically Smallest String After Operations With Constraint,Longest Strictly Increasing or Strictly Decreasing Subarray",127.0,"Dynamic Programming-40,Backtracking-15,Divide and Conquer-9,Union Find-6,Monotonic Stack-5,Game Theory-3,Trie-3,Monotonic Queue-3","Hash Table-66,Math-57,Greedy-33,Bit Manipulation-27,Binary Search-24,Tree-19,Depth-First Search-19,Breadth-First Search-14","Array-193,String-66,Sorting-52,Two Pointers-41,Matrix-22,Simulation-21,Linked List-19,Stack-18"
5001,"31,766",Divya,"C++_668,MySQL_40,Java_31",233.0,98.8,421.0,98.9,92.0,97.1,"1,819","Find Edges in Shortest Paths,Count the Number of Special Characters II,Count the Number of Special Characters I,Find if Path Exists in Graph,Find All Groups of Farmland,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Sum Root to Leaf Numbers,Find the Number of Subarrays Where Boundary Elements Are Maximum,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Sum of Left Leaves,Minimum Time to Visit Disappearing Nodes",255.0,"Dynamic Programming-119,Backtracking-24,Union Find-22,Trie-21,Divide and Conquer-17,Monotonic Stack-13,Shortest Path-7,Topological Sort-6","Hash Table-132,Math-100,Depth-First Search-90,Greedy-76,Breadth-First Search-71,Tree-67,Binary Tree-63,Binary Search-59","Array-381,String-155,Sorting-101,Matrix-60,Two Pointers-55,Stack-46,Simulation-40,Linked List-38"
5002,"26,588",Rajat Singh Samant,"Java_772,Python_27,MySQL_13",339.0,99.7,406.0,98.8,44.0,90.6,945,"Binary Tree Maximum Path Sum,Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Find All Groups of Farmland,Count Alternating Subarrays,Number of Islands,Apply Discount Every n Orders,Number of Subarrays With GCD Equal to K,Number of Subarrays With LCM Equal to K,Island Perimeter,Design an ATM Machine,The k Strongest Values in an Array,Smallest String Starting From Leaf,Distant Barcodes",237.0,"Dynamic Programming-73,Backtracking-21,Divide and Conquer-19,Monotonic Stack-13,Union Find-11,Trie-10,Game Theory-6,Quickselect-5","Hash Table-161,Math-144,Greedy-87,Tree-76,Depth-First Search-74,Binary Tree-73,Binary Search-60,Breadth-First Search-51","Array-402,String-200,Sorting-124,Two Pointers-82,Simulation-57,Stack-57,Matrix-53,Linked List-49"
5003,"156,666",Vishal,"Java_377,C++_13,Python3_6",147.0,95.7,203.0,94.4,38.0,88.7,339,"Latest Time You Can Obtain After Replacing Characters,Maximum Prime Difference,Minimum Operations to Make Median of Array Equal to K,Lexicographically Smallest String After Operations With Constraint,Longest Strictly Increasing or Strictly Decreasing Subarray,Water Bottles II,Count Alternating Subarrays,Harshad Number,Number of Good Pairs,Number of Enclaves,Surrounded Regions,01 Matrix,Rotting Oranges,Flood Fill,Count Substrings Starting and Ending with Given Character",103.0,"Dynamic Programming-62,Divide and Conquer-18,Union Find-15,Backtracking-10,Trie-6,Monotonic Stack-5,Data Stream-3,Game Theory-3","Math-68,Hash Table-56,Depth-First Search-52,Tree-45,Binary Tree-43,Binary Search-42,Greedy-39,Breadth-First Search-37","Array-209,String-75,Sorting-51,Two Pointers-49,Matrix-30,Linked List-25,Stack-23,Simulation-17"
5004,"1,000,089",Michael Wheeler,"Kotlin_38,Java_32,Python3_14",27.0,61.2,46.0,73.4,7.0,55.3,241,"Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Minimum Operations to Make Median of Array Equal to K,Lexicographically Smallest String After Operations With Constraint,Longest Strictly Increasing or Strictly Decreasing Subarray,Count Alternating Subarrays,Water Bottles II,Harshad Number,Longest Common Suffix Queries,Most Frequent IDs,Apply Operations to Make Sum of Array Greater Than or Equal to k,Maximum Length Substring With Two Occurrences,Count Substrings Starting and Ending with Given Character,Existence of a Substring in a String and Its Reverse,Distribute Elements Into Two Arrays I",39.0,"Dynamic Programming-7,Backtracking-4,Divide and Conquer-3,Rolling Hash-2,Trie-2,Monotonic Stack-1","Hash Table-18,Math-16,Greedy-10,Tree-6,Binary Tree-6,Depth-First Search-6,Binary Search-3,Breadth-First Search-3","Array-40,String-26,Sorting-10,Two Pointers-9,Matrix-7,Simulation-7,Linked List-6,Enumeration-2"
5006,"1,201,542",Laxmi Wandare,"C++_61,Java_1",25.0,59.0,32.0,66.8,5.0,46.8,152,"Find All Groups of Farmland,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Sum Root to Leaf Numbers,Remove Duplicates from Sorted Array II,Remove Duplicates from Sorted Array,Sum of Left Leaves,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Maximal Rectangle,Trapping Rain Water,Remove K Digits,Reveal Cards In Increasing Order",51.0,"Dynamic Programming-3,Monotonic Stack-3,Backtracking-1,Quickselect-1,Divide and Conquer-1,Union Find-1,Monotonic Queue-1","Hash Table-16,Depth-First Search-7,Greedy-6,Sliding Window-6,Math-6,Breadth-First Search-5,Tree-4,Binary Tree-4","Array-38,Two Pointers-13,Sorting-12,String-11,Stack-10,Linked List-8,Matrix-5,Simulation-4"
5007,"55,757",Souvik Sarkar,"C++_354,Python3_309,Java_19",147.0,95.7,340.0,98.0,129.0,98.6,"2,667","Find if Path Exists in Graph,Find Edges in Shortest Paths,Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Find All Groups of Farmland,Arithmetic Slices,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Sum Root to Leaf Numbers,Sum of Left Leaves,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters",286.0,"Dynamic Programming-125,Backtracking-29,Union Find-16,Monotonic Stack-14,Divide and Conquer-12,Trie-11,Binary Indexed Tree-6,Monotonic Queue-6","Hash Table-115,Math-90,Greedy-68,Depth-First Search-68,Tree-55,Breadth-First Search-54,Binary Tree-50,Binary Search-42","Array-329,String-152,Sorting-91,Matrix-50,Two Pointers-46,Stack-41,Simulation-35,Linked List-23"
5009,"85,328",Leela,"C++_322,Python3_227,C_10",278.0,99.3,223.0,95.2,20.0,78.2,682,"Find if Path Exists in Graph,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Sum Root to Leaf Numbers,Sum of Left Leaves,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Minimum Rectangles to Cover Points,Score of a String,Trapping Rain Water,Remove K Digits,Reveal Cards In Increasing Order,Time Needed to Buy Tickets",335.0,"Dynamic Programming-48,Backtracking-15,Divide and Conquer-11,Monotonic Stack-9,Game Theory-5,Union Find-5,Quickselect-2,Binary Indexed Tree-2","Math-101,Hash Table-92,Greedy-51,Depth-First Search-44,Tree-43,Binary Tree-43,Binary Search-37,Bit Manipulation-36","Array-274,String-124,Sorting-90,Two Pointers-55,Simulation-44,Stack-30,Matrix-22,Linked List-21"
5010,"193,768",kowys,"Python3_287,MySQL_53,JavaScript_1",123.0,93.7,200.0,94.3,18.0,76.1,373,"Rotate Image,Find Edges in Shortest Paths,Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Climbing Stairs,Multiply Strings,Palindrome Number,Reverse Integer,Add Two Numbers,Find the Number of Subarrays Where Boundary Elements Are Maximum,Minimum Time to Visit Disappearing Nodes,Minimum Rectangles to Cover Points,Score of a String,Kth Smallest Amount With Single Denomination Combination",62.0,"Dynamic Programming-46,Union Find-9,Backtracking-7,Shortest Path-7,Divide and Conquer-6,Trie-4,Monotonic Stack-4,Data Stream-2","Hash Table-53,Database-53,Math-41,Binary Search-35,Depth-First Search-32,Greedy-30,Breadth-First Search-30,Tree-21","Array-153,String-64,Two Pointers-44,Sorting-42,Stack-25,Matrix-16,Linked List-15,Simulation-11"
5014,"125,048",Jitendra Patel,"C++_404,TypeScript_38,Java_14",199.0,98.0,226.0,95.3,11.0,65.7,298,"Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Course Schedule,Flood Fill,Rotting Oranges,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Number of Provinces,Binary Tree Level Order Traversal,Maximum Depth of Binary Tree,Find Center of Star Graph,Middle of the Linked List,Reverse Linked List,Detect Pattern of Length M Repeated K or More Times",95.0,"Dynamic Programming-32,Divide and Conquer-13,Backtracking-9,Union Find-7,Monotonic Stack-7,Segment Tree-5,Data Stream-4,Trie-3","Hash Table-83,Math-60,Depth-First Search-39,Tree-38,Binary Tree-38,Greedy-38,Breadth-First Search-36,Binary Search-32","Array-219,String-79,Two Pointers-53,Sorting-52,Matrix-44,Linked List-29,Simulation-28,Stack-28"
5015,"773,758",Vishal Gupta,Java_111,71.0,85.0,38.0,70.0,2.0,20.9,346,"Count the Number of Special Characters I,Next Greater Element III,Intersection of Two Arrays,Intersection of Two Arrays II,Intersection of Two Arrays,Summary Ranges,Contains Duplicate II,Move Zeroes,Fizz Buzz,Find All Groups of Farmland,Best Time to Buy and Sell Stock II,Best Time to Buy and Sell Stock,Pascal's Triangle II,Pascal's Triangle,Merge Sorted Array",68.0,"Dynamic Programming-10,Monotonic Stack-4,Divide and Conquer-2,Backtracking-1,Trie-1,Union Find-1","Hash Table-21,Tree-19,Binary Tree-19,Depth-First Search-19,Breadth-First Search-13,Math-13,Binary Search-6,Bit Manipulation-6","Array-65,Two Pointers-20,String-19,Sorting-13,Stack-10,Matrix-6,Linked List-6,Enumeration-3"
5016,"12,610",Neha Gupta,"C++_962,JavaScript_13,MySQL_1",351.0,99.7,563.0,99.6,61.0,94.0,698,"Apply Operations to Make Sum of Array Greater Than or Equal to k,Check if Number is a Sum of Powers of Three,Rotated Digits,Count the Number of Special Characters II,Count the Number of Special Characters I,Word Search II,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Minimum Time to Visit Disappearing Nodes,Minimum Rectangles to Cover Points,Score of a String,Shortest Subarray With OR at Least K II,Longest Strictly Increasing or Strictly Decreasing Subarray,Minimum Levels to Gain More Points,Shortest Subarray With OR at Least K I",158.0,"Dynamic Programming-147,Backtracking-36,Trie-20,Monotonic Stack-18,Union Find-17,Divide and Conquer-16,Game Theory-8,Topological Sort-7","Hash Table-240,Math-150,Greedy-126,Depth-First Search-100,Tree-83,Breadth-First Search-77,Binary Tree-72,Binary Search-69","Array-538,String-269,Sorting-151,Two Pointers-73,Matrix-61,Simulation-59,Stack-54,Enumeration-28"
5017,"56,025",Azhar_04,"C++_613,Python3_2,MySQL_1",205.0,98.2,337.0,98.0,73.0,95.5,"1,532","Find if Path Exists in Graph,Find All Groups of Farmland,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Sum Root to Leaf Numbers,Sum of Left Leaves,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Maximal Rectangle,Trapping Rain Water,Remove K Digits,Reveal Cards In Increasing Order,Time Needed to Buy Tickets",337.0,"Dynamic Programming-113,Backtracking-21,Monotonic Stack-18,Divide and Conquer-17,Union Find-14,Trie-9,Game Theory-5,Rolling Hash-5","Hash Table-123,Math-91,Greedy-71,Depth-First Search-66,Tree-64,Binary Tree-63,Binary Search-52,Breadth-First Search-45","Array-328,String-143,Sorting-98,Two Pointers-69,Stack-48,Linked List-34,Matrix-30,Simulation-28"
